Country,Year,Status of country,Life Expectancy ,Adult Mortality,Infant Deaths,Alcohol,Hepatitis B,Measles , BMI ,Under-five Deaths ,Polio,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of country resources,Schooling
Greece,2009,Developing,80,78,0,9.08,95,2,63.1,0,99,99,0.1,2971.973,111717,,,0.857,16.2
Greece,2008,Developing,79.9,77,0,9.51,95,1,62.4,0,99,99,0.1,31997.2821,1177841,,,0.853,15.9
Greece,2007,Developing,79.4,8,0,9.67,95,2,61.8,0,99,99,0.1,28827.32636,1148473,,,0.855,16.4
Greece,2006,Developing,79.7,77,0,9.42,94,0,61.2,1,98,98,0.1,2481.15781,112362,,,0.85,16.3
Greece,2005,Developing,79.3,81,0,9.95,93,122,6.5,1,96,96,0.1,22551.73574,1987314,,,0.839,15.6
Greece,2004,Developing,79.2,81,0,9.56,92,1,59.9,1,95,95,0.1,21955.149,1955141,,,0.83,15.3
Greece,2003,Developing,79.1,81,0,9.46,92,0,59.2,1,93,94,0.1,18477.57841,19287,,,0.823,15.2
Greece,2002,Developing,79,81,1,8.09,91,5,58.6,1,92,92,0.1,1411.31339,19222,,,0.811,14.6
Greece,2001,Developing,78.7,83,1,8.62,9,12,58,1,9,91,0.1,12538.17883,1862132,,,0.801,14.2
Greece,2000,Developing,78.2,84,1,8.48,89,56,57.4,1,89,89,0.1,1242.95373,18588,,,0.794,13.9
Iceland,2015,Developed,82.7,49,0,,,0,61,0,92,92,0.1,5734.4436,33815,,,0.919,19
Iceland,2014,Developed,82.5,49,0,7.45,,0,6.6,0,9,9,0.1,52473.11356,327386,,,0.915,19
Iceland,2013,Developed,82.4,5,0,7.31,,0,6.2,0,91,91,0.1,4781.3888,323764,,,0.907,19
Iceland,2012,Developed,82.5,5,0,7.81,,0,59.7,0,89,89,0.1,44333.8518,32716,,,0.901,18.7
Iceland,2011,Developed,82.1,51,0,8.13,,0,59.3,0,95,95,0.1,46.217,31914,,,0.894,18.6
Iceland,2010,Developed,81.8,53,0,8.25,,0,58.9,0,96,96,0.1,41676.44527,31841,,,0.894,18.4
Iceland,2009,Developed,81.6,55,0,10.22,,0,58.5,0,96,96,0.1,4461.89251,318499,,,0.894,18.4
Iceland,2008,Developed,81.4,58,0,8.49,,0,58.1,0,98,98,0.1,55575.29196,317414,,,0.892,18.2
Iceland,2007,Developed,81.3,59,0,7.53,,0,57.8,0,97,97,0.1,68348.31817,311566,,,0.887,18.2
Iceland,2006,Developed,81.1,61,0,7.2,,0,57.4,0,97,97,0.1,5613.54115,33782,,,0.884,18.1
Iceland,2005,Developed,81,62,0,7.05,,0,56.9,0,95,95,0.1,56249.7555,296734,,,0.879,17.9
Iceland,2004,Developed,88,65,0,6.79,,0,56.5,0,99,99,0.1,46917.27216,29274,,,0.873,18.3
Iceland,2003,Developed,87,65,0,6.61,,0,55.9,0,97,97,0.1,3944.999,289521,,,0.866,17.6
Iceland,2002,Developed,84,7,0,6.61,,0,55.4,0,95,95,0.1,31996.2172,287523,,,0.859,17.2
Iceland,2001,Developed,80,72,0,6.37,,0,54.8,0,92,92,0.1,28585.9254,284968,,,0.854,17.1
Iceland,2000,Developed,79.7,74,0,6.17,,0,54.2,0,98,98,0.1,31813.37344,28125,,,0.847,16.8
India,2015,Developing,68.3,181,910,,87,90387,18.7,1100,86,87,0.2,1613.18878,1395398,,,0.615,11.6
India,2014,Developing,68,184,957,3.07,79,79563,18.1,1200,84,85,0.2,1573.11889,1293859294,,,0.607,11.6
India,2013,Developing,67.6,187,1000,3.11,7,13822,17.5,1300,82,83,0.2,1452.195373,127856227,,,0.599,11.5
India,2012,Developing,67.3,19,1100,3.1,73,18668,17,1400,79,82,0.2,1446.98541,126365852,,,0.59,11.3
India,2011,Developing,66.8,193,1100,3,44,33634,16.4,1500,79,82,0.2,1461.671957,124723629,,,0.58,10.8
India,2010,Developing,66.4,196,1200,2.77,38,31458,15.9,1600,76,79,0.2,1345.77153,12398691,,,0.569,10.4
India,2009,Developing,66,2,1300,2.5,37,56188,15.4,1700,73,74,0.2,19.317765,121427132,,,0.563,10.5
India,2008,Developing,65.5,23,1300,1.93,29,44258,14.9,1800,69,7,0.3,991.484634,119714696,,,0.556,10.2
India,2007,Developing,65.2,26,1400,1.59,6,41144,14.4,1900,67,64,0.3,118.166373,1179681239,,,0.546,9.9
India,2006,Developing,64.8,28,1500,1.37,6,64185,13.9,2000,66,65,0.3,792.259698,1161977719,,,0.536,9.7
India,2005,Developing,64.4,211,1500,1.27,8,36711,13.5,2000,65,65,0.3,77.819,1144118674,,,0.526,9.4
India,2004,Developing,64,214,1600,1.2,6,55443,13,2100,58,63,0.3,621.3183767,1126135777,,,0.518,9.2
India,2003,Developing,63.7,216,1700,1.19,,47147,12.6,2200,57,61,0.3,541.1352279,11827848,,,0.505,8.6
India,2002,Developing,63.3,219,1700,1.1,,40044,12.2,2300,58,59,0.3,466.2842,18987112,,,0.499,8.4
India,2001,Developing,62.9,222,1800,1,,51780,11.8,2400,58,59,0.3,447.138966,171477855,,,0.494,8.3
India,2000,Developing,62.5,224,1800,0.93,,38835,11.4,2500,57,58,0.3,438.864634,1535912,,,0.489,8.3
Indonesia,2015,Developing,69.1,176,114,,78,15099,27.4,136,8,78,0.3,3336.16686,258162113,,,0.686,12.9
Indonesia,2014,Developing,68.9,179,119,0.09,78,12943,26.5,142,8,78,0.3,3491.595887,255131116,,,0.682,12.9
Indonesia,2013,Developing,68.7,181,124,0.09,85,8419,25.6,148,86,85,0.3,362.663981,25232263,,,0.677,12.9
Indonesia,2012,Developing,68.5,183,129,0.08,83,15489,24.7,154,84,83,0.3,3687.953996,248883232,,,0.669,12.6
Indonesia,2011,Developing,68.3,185,134,0.08,81,21893,23.8,161,81,81,0.3,3634.27685,24577511,,,0.662,12.3
Indonesia,2010,Developing,68.1,187,138,0.08,83,18869,22.9,167,82,81,0.3,3113.48635,242524123,,,0.656,12.1
Indonesia,2009,Developing,67.9,189,143,0.08,82,20818,22.1,174,85,78,0.3,2254.44566,23934478,,,0.645,11.7
Indonesia,2008,Developing,67.7,189,149,0.07,82,15369,21.3,181,83,77,0.2,216.52766,236159276,,,0.641,11.7
Indonesia,2007,Developing,67.5,19,154,0.06,76,19456,2.5,188,77,73,0.2,1855.93915,232989141,,,0.638,11
Indonesia,2006,Developing,67.3,191,159,0.06,66,20422,19.7,194,78,72,0.1,1586.254,22983822,,,0.632,10.9
Indonesia,2005,Developing,67.2,19,163,0.06,65,15853,19,201,79,72,0.1,126.928834,22671273,,,0.629,11.1
Indonesia,2004,Developing,65.3,213,174,0.06,64,29171,18.2,237,79,71,0.1,1148.56996,223614649,,,0.624,11
Indonesia,2003,Developing,66.9,189,173,0.05,64,24457,17.5,215,8,71,0.1,164.59447,22545214,,,0.613,10.8
Indonesia,2002,Developing,66.7,189,177,0.05,63,14492,16.7,222,8,7,0.1,899.5556857,2175859,,,0.608,10.6
Indonesia,2001,Developing,66.5,188,182,0.06,62,3825,16,229,77,76,0.1,747.9817455,2145652,,,0.604,10.6
Indonesia,2000,Developing,66.3,188,187,0.06,65,3344,15.4,237,72,75,0.1,78.92744,21154429,,,0.597,10.7
Iraq,2015,Developing,68.9,182,32,,56,1433,59.1,38,63,58,0.1,4974.2693,36115649,,,0.649,10.1
Iraq,2014,Developing,67.9,199,32,0.01,62,1317,58.5,39,67,64,0.1,673.74737,3568,,,0.658,10.1
Iraq,2013,Developing,69.5,17,32,0.01,66,669,57.8,39,7,68,0.1,6925.22446,33883145,,,0.659,10.3
Iraq,2012,Developing,76,147,32,0.01,61,15,57.2,39,7,69,0.1,6651.12242,32776571,,,0.656,10.5
Iraq,2011,Developing,77,144,32,0.17,77,15,56.5,39,8,79,0.1,5854.614497,3172753,,,0.649,10.4
Iraq,2010,Developing,76,145,32,0.19,72,492,55.8,39,74,74,0.1,452.74948,376271,,,0.646,10.4
Iraq,2009,Developing,74,148,32,0.2,75,30328,55.2,39,78,78,0.1,3735.144836,29894652,,,0.643,10.3
Iraq,2008,Developing,69.3,167,32,0.17,66,5494,54.5,38,71,69,0.1,4521.3247,29111417,,,0.638,10.3
Iraq,2007,Developing,65.9,227,31,0.14,56,230,53.8,38,74,57,0.1,3129.224922,2839433,,,0.636,10.2
Iraq,2006,Developing,64.7,249,31,0.03,59,474,53.2,38,63,59,0.1,2351.812429,27697912,,,0.631,10.2
Iraq,2005,Developing,66.8,29,31,0.18,65,908,52.5,37,69,65,0.1,1849.63911,278426,,,0.628,10.1
Iraq,2004,Developing,67.2,21,30,0.32,62,9081,51.9,37,69,74,0.1,1391.816923,2631669,,,0.603,9.8
Iraq,2003,Developing,66.5,213,30,0.07,63,0,51.3,37,73,75,0.1,,25627626,,,0.616,9.4
Iraq,2002,Developing,74,14,30,0.15,65,0,5.6,37,76,77,0.1,,24939299,,,0.614,9.1
Iraq,2001,Developing,72,142,30,0.17,66,4088,5.1,37,8,78,0.1,,24251649,,,0.607,8.7
Iraq,2000,Developing,70,144,30,0.2,67,726,49.5,37,83,8,0.1,,23565413,,,0.603,
Ireland,2015,Developed,81.4,64,0,,95,4,62.8,0,95,95,0.1,6664.144,4676835,,,0.92,
Ireland,2014,Developed,81.2,66,0,10.75,95,33,62.1,0,96,96,0.1,5553.32623,4617225,,,0.91,
Ireland,2013,Developed,81,67,0,10.49,95,51,61.3,0,96,96,0.1,5234.76736,4598294,,,0.902,
Ireland,2012,Developed,85,69,0,11.49,95,107,6.5,0,95,95,0.1,49231.36254,4586897,,,0.895,
Ireland,2011,Developed,84,7,0,11.72,95,285,59.7,0,95,95,0.1,52567.52568,4576794,,,0.909,
Ireland,2010,Developed,86,68,0,11.88,46,443,58.9,0,94,94,0.1,48538.58776,456155,,,0.907,
Ireland,2009,Developed,79.7,77,0,11.41,,164,58.2,0,94,94,0.1,51983.78892,4535375,,,0.909,
Ireland,2008,Developed,79.8,75,0,12.66,,57,57.4,0,93,93,0.1,61235.415,4489544,,,0.908,
Ireland,2007,Developed,79.5,75,0,13.59,,64,56.6,0,92,92,0.1,61388.17457,4398942,,,0.902,
Ireland,2006,Developed,79,78,0,13.44,,87,55.8,0,91,91,0.1,54326.9713,4273591,,,0.896,
Ireland,2005,Developed,78.7,78,0,13.31,,95,55.1,0,9,9,0.1,5886.82789,4159914,,,0.889,
Ireland,2004,Developed,78.3,82,0,13.32,,334,54.4,0,89,89,0.1,47631.6377,47262,,,0.88,
Ireland,2003,Developed,78,82,0,13.24,,584,53.6,0,86,86,0.1,4117.15532,3996521,,,0.87,
Ireland,2002,Developed,77.4,88,0,14.17,,243,52.9,0,83,83,0.1,32539.1937,3931947,,,0.862,
Ireland,2001,Developed,77,89,0,14.27,,241,52.2,0,84,84,0.1,28223.55528,3866243,,,0.857,
Ireland,2000,Developed,76.4,94,0,14.07,,0,51.5,0,86,86,0.1,26241.91883,385174,,,0.848,
Israel,2015,Developing,82.5,58,0,,96,80,64.9,1,95,95,0.1,35729.37253,8381,,,0.898,
Israel,2014,Developing,82.2,6,1,2.62,97,6,64.6,1,95,95,0.1,37582.84624,82157,,,0.895,
Israel,2013,Developing,82.1,61,1,2.69,97,50,64.2,1,96,96,0.1,36393.66932,8595,,,0.891,
Israel,2012,Developing,81.8,6,1,2.78,97,211,63.8,1,94,94,0.1,32569.59683,7915,,,0.889,
Israel,2011,Developing,81.8,61,1,2.67,98,70,63.4,1,94,94,0.1,33657.15727,77658,,,0.883,
Israel,2010,Developing,81.7,61,1,2.63,97,23,63,1,95,95,0.1,3661.994,76236,,,0.878,
Israel,2009,Developing,81.5,63,1,2.55,98,5,62.6,1,96,96,0.1,27795.87671,74856,,,0.876,
Israel,2008,Developing,81,65,1,2.47,99,931,62.1,1,94,94,0.1,29657.4421,7388,,,0.877,
Israel,2007,Developing,84,68,1,2.33,99,539,61.6,1,95,95,0.1,258.637,7181,,,0.872,
Israel,2006,Developing,84,68,1,2.23,96,9,61.1,1,94,95,0.1,2195.1769,7537,,,0.87,
Israel,2005,Developing,80,71,1,2.41,96,2,6.6,1,95,93,0.1,2611.17931,6931,,,0.866,
Israel,2004,Developing,81,69,1,2.23,99,116,6.1,1,95,95,0.1,19888.172,689,,,0.863,
Israel,2003,Developing,79.7,71,1,2.32,98,124,59.6,1,93,93,0.1,18946.99942,66897,,,0.863,
Israel,2002,Developing,79.3,74,1,2.47,98,2,59.2,1,91,9,0.1,18431.15696,657,,,0.855,
Israel,2001,Developing,79.3,74,1,2.53,96,19,58.7,1,93,92,0.1,236.19646,6439,,,0.85,
Israel,2000,Developing,78.9,76,1,2.53,98,36,58.3,1,93,93,0.1,2152.1432,6289,,,0.845,
Italy,2015,Developed,82.7,56,1,,93,159,63.6,2,93,93,0.1,349.14755,673582,,,0.881,
Italy,2014,Developed,82.5,57,2,7.56,95,0,63.1,2,95,95,0.1,35396.66517,678914,,,0.877,
Italy,2013,Developed,82.3,58,2,7.35,96,0,62.6,2,96,96,0.1,3537.27441,6233948,,,0.876,16.5
Italy,2012,Developed,82,6,2,7.49,96,376,62.1,2,96,97,0.1,34814.12436,59539717,,,0.877,16.6
Italy,2011,Developed,82,6,2,6.98,96,5189,61.5,2,96,96,0.1,38334.68477,59379449,,,0.872,16.4
Italy,2010,Developed,81.8,6,2,6.95,96,372,61,2,96,96,0.1,35849.37364,59277417,,,0.869,16.4
Italy,2009,Developed,81.6,61,2,7.25,96,351,6.5,2,96,96,0.1,36976.84512,5995365,,,0.868,16.3
Italy,2008,Developed,81.5,61,2,7.96,96,1617,59.9,2,96,96,0.1,464.18465,58826731,,,0.866,16.3
Italy,2007,Developed,81.3,63,2,8.37,97,321,59.4,2,97,97,0.1,37698.78573,5843831,,,0.862,16.1
Italy,2006,Developed,81.2,65,2,8.44,96,439,58.8,2,97,96,0.1,3341.7482,58143979,,,0.856,16
Italy,2005,Developed,88,66,2,8.65,96,135,58.2,2,97,95,0.1,31959.26215,57969484,,,0.851,15.8
Italy,2004,Developed,89,66,2,8.98,96,599,57.6,3,97,94,0.1,31174.56118,57685327,,,0.846,15.6
Italy,2003,Developed,79.9,72,2,9.3,95,10982,57,3,97,96,0.1,27387.2258,5731323,,,0.841,15.4
Italy,2002,Developed,80,72,2,9.25,95,9385,56.4,3,96,93,0.1,22196.5736,57597,,,0.836,15.2
Italy,2001,Developed,79.8,75,2,9.69,95,0,55.7,3,96,93,0.1,24.819,569741,,,0.828,14.9
Italy,2000,Developed,79.4,77,3,9.78,94,1457,55,3,97,87,0.1,251.2426,5694218,,,0.823,14.8
Jamaica,2015,Developing,76.2,125,1,,91,0,54.2,1,91,91,0.5,4965.989857,2871934,,,0.729,12.8
Jamaica,2014,Developing,75.8,133,1,3.83,92,0,53.5,1,93,92,0.5,4855.743789,286287,,,0.727,12.8
Jamaica,2013,Developing,75.6,136,1,3.79,93,0,52.7,1,86,93,0.6,56.144952,285187,,,0.727,12.8
Jamaica,2012,Developing,75.3,138,1,3.65,96,0,52,1,96,96,0.5,521.33363,284992,,,0.725,12.8
Jamaica,2011,Developing,75.2,139,1,3.58,92,1,51.2,1,93,92,0.6,513.549487,2829493,,,0.722,12.8
Jamaica,2010,Developing,75,138,1,3.55,94,0,5.5,1,94,94,0.5,4682.728424,281721,,,0.721,12.7
Jamaica,2009,Developing,74.7,142,1,3.33,9,0,49.7,1,9,9,0.6,4293.383274,28482,,,0.721,12.7
Jamaica,2008,Developing,74.5,145,1,3.51,92,2,48.9,1,91,91,0.4,492.492378,279122,,,0.718,12.6
Jamaica,2007,Developing,74.2,148,1,3.64,92,0,48.1,1,94,92,0.9,462.517913,2775467,,,0.714,12.5
Jamaica,2006,Developing,74,15,1,3.63,97,0,47.2,1,99,95,1.5,4313.1682,276279,,,0.709,12.5
Jamaica,2005,Developing,73.5,161,1,3.59,99,0,46.3,1,99,99,1.9,482.24762,2744673,,,0.706,12.4
Jamaica,2004,Developing,73.3,165,1,3.67,98,0,45.4,1,97,98,2.3,3719.97351,2728777,,,0.689,11.1
Jamaica,2003,Developing,73.1,166,1,3.48,36,0,44.5,1,99,96,2.3,3465.221998,2712511,,,0.694,11.9
Jamaica,2002,Developing,73,167,1,3.76,,0,43.5,1,99,99,2.3,3596.496282,2695446,,,0.69,11.7
Jamaica,2001,Developing,72.7,171,1,3.89,,0,42.5,1,99,99,2.2,3394.878,267711,,,0.68,10.9
Jamaica,2000,Developing,72.6,171,1,3.46,,0,41.6,1,95,93,2.2,336.8742,2656864,,,0.682,11.4
Japan,2015,Developed,83.7,55,2,,,35,29,3,99,96,0.1,34474.13736,127141,,,0.902,15.3
Japan,2014,Developed,83.5,57,2,0.01,,462,28.6,3,99,96,0.1,3896.21151,127276,,,0.899,15.3
Japan,2013,Developed,83.5,56,2,7.55,,229,28.2,3,99,96,0.1,4454.44746,127445,,,0.894,15.3
Japan,2012,Developed,83.3,58,2,7.39,,228,27.8,3,99,97,0.1,4863.47665,127629,,,0.889,15.3
Japan,2011,Developed,82.5,64,3,7.39,,434,27.4,4,96,97,0.1,48167.99727,127833,,,0.884,15.1
Japan,2010,Developed,83,62,3,6.9,,450,26.9,4,98,97,0.1,4457.67639,1287,,,0.879,15.1
Japan,2009,Developed,83,64,3,7.09,,741,26.4,4,99,97,0.1,4855.17564,12847,,,0.881,15
Japan,2008,Developed,82.7,66,3,7.11,,11015,25.9,4,98,98,0.1,39339.29757,12863,,,0.88,15
Japan,2007,Developed,82.6,67,3,7.29,,0,25.4,4,97,98,0.1,35275.22843,1281,,,0.877,15
Japan,2006,Developed,82.4,68,3,7.49,,520,24.9,4,95,98,0.1,35433.98896,127854,,,0.873,14.9
Japan,2005,Developed,82,69,3,7.99,,0,24.4,4,95,98,0.1,37217.64873,127773,,,0.87,14.9
Japan,2004,Developed,82.1,68,3,7.7,,8752,23.8,4,97,99,0.1,37688.72234,127761,,,0.866,14.8
Japan,2003,Developed,81.9,7,3,7.83,,8286,23.4,5,97,97,0.1,3488.3992,127718,,,0.863,14.8
Japan,2002,Developed,81.8,7,3,7.87,,33812,22.9,5,89,96,0.1,32289.3554,127445,,,0.86,14.7
Japan,2001,Developed,81.5,72,4,8.03,,22552,22.5,5,81,95,0.1,33846.46564,127149,,,0.856,14.6
Japan,2000,Developed,81.1,74,4,7.97,,22497,22.2,5,98,85,0.1,38532.488,126843,,,0.852,14.5
Kuwait,2015,Developing,74.7,81,0,,99,18,71.4,1,99,99,0.1,28975.418,,,,0.799,13.3
Kuwait,2014,Developing,74.6,82,0,0.01,96,55,7.8,1,94,95,0.1,42996.4812,,,,0.787,13
Kuwait,2013,Developing,74.5,83,1,0.01,99,62,7.2,1,99,99,0.1,48399.9581,,,,0.796,13.1
Kuwait,2012,Developing,74.3,84,1,0.01,98,27,69.5,1,98,98,0.1,51264.7134,,,,0.794,13.2
Kuwait,2011,Developing,74.2,85,1,0.02,99,32,69,1,99,99,0.1,48268.5912,,,,0.792,13.4
Kuwait,2010,Developing,74,86,1,0.01,99,13,68.4,1,98,98,0.1,38497.61696,,,,0.79,13.5
Kuwait,2009,Developing,73.9,87,1,0.1,99,0,67.9,1,99,99,0.1,37567.3121,,,,0.788,13.6
Kuwait,2008,Developing,73.8,88,1,0.03,99,0,67.5,1,99,99,0.1,55571.9986,,,,0.787,13.8
Kuwait,2007,Developing,73.7,89,1,0.03,99,0,67.1,1,99,99,0.1,45793.97614,,,,0.787,13.9
Kuwait,2006,Developing,73.6,89,1,0.01,99,0,66.7,1,99,99,0.1,42717.55725,,,,0.787,14.1
Kuwait,2005,Developing,73.6,9,0,0.01,99,10,66.3,1,99,99,0.1,3549.26132,,,,0.789,14.2
Kuwait,2004,Developing,73.5,91,0,0.02,94,23,65.9,1,98,98,0.1,26921.8278,,,,0.791,14.4
Kuwait,2003,Developing,73.4,93,0,0.03,99,0,65.5,1,99,99,0.1,2271.56961,,,,0.788,14.1
Kuwait,2002,Developing,73.3,94,0,0.01,99,0,65,1,99,99,0.1,17789.41981,,,,0.785,13.9
Kuwait,2001,Developing,73.2,95,0,0.01,99,0,64.5,1,99,99,0.1,1654.96761,,,,0.786,14
Kuwait,2000,Developing,73.2,96,0,0.01,95,6,64,1,94,98,0.1,18389.38433,,,,0.786,14.1
Liberia,2015,Developing,61.4,259,8,,52,1060,27.3,11,52,52,0.9,452.38717,4499621,,,0.427,9.9
Liberia,2014,Developing,58.1,329,8,0.01,5,34,26.7,11,49,5,0.9,458.4651734,439737,,,0.426,9.9
Liberia,2013,Developing,61.1,258,9,0.01,76,0,26.1,11,75,76,1.1,454.1222236,4286291,,,0.419,9.8
Liberia,2012,Developing,67,261,9,0.01,8,43,25.6,12,8,8,1.2,415.361958,4181563,,,0.416,9.6
Liberia,2011,Developing,62,266,9,3.72,77,279,25,12,77,77,1.5,379.689583,47167,,,0.406,9.5
Liberia,2010,Developing,59.7,272,9,3.64,47,2200,24.5,13,71,7,1.8,327.42597,3948125,,,0.403,9.6
Liberia,2009,Developing,59.2,277,10,3.75,64,6,24,13,84,81,2.1,33.667491,3811528,,,0.4,9.7
Liberia,2008,Developing,58.6,281,10,3.88,64,1,23.4,14,79,75,2.4,232.61732,3662993,,,0.394,9.8
Liberia,2007,Developing,57.9,286,10,4.03,,1,22.9,14,67,65,2.8,21.3733292,3512932,,,0.383,9.9
Liberia,2006,Developing,56.7,32,11,4.05,,20,22.4,15,66,6,3,178.92799,3375838,,,0.377,10
Liberia,2005,Developing,55.3,316,12,4.19,,8,22,16,66,6,3.1,168.648254,326123,,,0.372,10.1
Liberia,2004,Developing,54,329,12,4.24,,4,21.5,17,47,31,3.2,149.4452549,3176414,,,0.335,10.2
Liberia,2003,Developing,50,42,13,4.21,,142,21.1,18,49,35,3.2,133.494518,3116233,,,0.373,10.3
Liberia,2002,Developing,56,371,13,4.27,,131,2.7,19,51,39,3.1,177.285187,362863,,,0.376,10.4
Liberia,2001,Developing,51.5,333,14,4.4,,1379,2.4,20,54,42,3.1,174.1815473,2991132,,,0.386,10.5
Liberia,2000,Developing,51.9,39,14,4.46,,5977,2.2,20,56,46,3.1,183.4149991,2884522,,,0.338,8.7
Malaysia,2015,Developing,75,123,4,,99,1318,4.6,4,99,99,0.1,9643.644683,3723155,,,0.787,13.1
Malaysia,2014,Developing,74.8,126,4,0.52,96,221,39.5,4,97,97,0.1,11183.96191,322817,,,0.783,13
Malaysia,2013,Developing,74.6,128,3,0.53,96,195,38.5,4,97,97,0.1,1882.27842,2976724,,,0.779,12.9
Malaysia,2012,Developing,74.5,129,3,0.53,97,1868,37.4,4,97,97,0.1,1779.49641,2917456,,,0.776,12.9
Malaysia,2011,Developing,74.3,13,3,0.51,96,1569,36.3,4,96,96,0.1,145.1262,28635128,,,0.774,13
Malaysia,2010,Developing,74.1,131,3,0.49,96,73,35.3,4,96,96,0.1,971.356987,28112289,,,0.764,12.8
Malaysia,2009,Developing,74,131,3,0.47,96,153,34.4,4,97,97,0.1,7326.744435,2765383,,,0.756,12.6
Malaysia,2008,Developing,73.8,132,3,0.47,97,334,33.4,4,97,97,0.1,8513.629541,2711169,,,0.747,12.5
Malaysia,2007,Developing,73.7,133,3,0.43,96,394,32.5,4,97,97,0.1,7269.17114,26625845,,,0.736,12.3
Malaysia,2006,Developing,73.6,134,3,0.42,95,564,31.6,4,95,95,0.1,6222.982955,26143566,,,0.732,12.7
Malaysia,2005,Developing,73.4,135,3,0.46,96,1407,3.7,4,96,96,0.1,5593.822995,25659393,,,0.734,12.9
Malaysia,2004,Developing,73.2,137,3,0.49,94,5729,29.8,4,95,95,0.1,4955.477743,2517419,,,0.731,12.7
Malaysia,2003,Developing,73.1,138,3,0.48,95,632,28.8,4,96,96,0.1,4463.675893,2468873,,,0.724,12.1
Malaysia,2002,Developing,72.9,14,4,0.49,95,408,27.9,4,94,94,0.1,4167.364387,24198811,,,0.723,12
Malaysia,2001,Developing,72.7,144,4,0.53,95,2198,27,5,95,96,0.1,3915.11546,2369897,,,0.725,11.9
Malaysia,2000,Developing,72.4,149,4,0.54,97,6187,26,5,98,98,0.1,445.17471,2318568,,,0.715,11.6
Maldives,2015,Developing,78.5,61,0,,99,0,27.4,0,99,99,0.1,8395.785198,49163,,,0.701,12.7
Maldives,2014,Developing,78.2,62,0,0.01,99,0,26.2,0,99,99,0.1,7716.2415,41,,,0.693,12.7
Maldives,2013,Developing,77.9,64,0,0.01,99,0,25.1,0,99,99,0.1,7112.33575,393,,,0.683,12.4
Maldives,2012,Developing,77.6,65,0,0.01,99,0,24.1,0,99,99,0.1,6541.7465,385,,,0.675,12.1
Maldives,2011,Developing,77.3,67,0,1.92,96,0,23.1,0,96,96,0.1,6497.55443,377,,,0.663,11.8
Maldives,2010,Developing,76.7,73,0,1.83,97,0,22.1,0,97,96,0.1,633.79498,367,,,0.653,11.6
Maldives,2009,Developing,76.3,75,0,1.59,98,6,21.2,0,98,98,0.1,597.1659,36,,,0.651,11.8
Maldives,2008,Developing,75.9,81,0,1.76,98,0,2.3,0,98,98,0.1,5828.621374,362,,,0.641,11.8
Maldives,2007,Developing,75.4,82,0,1.78,98,20,19.5,0,98,98,0.1,52.862285,349,,,0.632,11.9
Maldives,2006,Developing,75,88,0,1.62,98,47,18.7,0,98,98,0.1,4428.522898,333,,,0.622,12
Maldives,2005,Developing,74.3,93,0,1.47,98,1395,18,0,98,98,0.1,3488.493769,321,,,0.625,12.1
Maldives,2004,Developing,73.4,16,0,1.6,97,37,17.3,0,96,96,0.1,3853.33348,312,,,0.617,12.2
Maldives,2003,Developing,72.7,112,0,1.75,98,75,16.7,0,98,98,0.1,3432.247841,34,,,0.601,11.8
Maldives,2002,Developing,71.8,124,0,1.95,98,926,16.2,0,98,98,0.1,32.37239,297,,,0.597,12
Maldives,2001,Developing,78,129,0,1.98,98,0,15.6,0,97,98,0.1,298.67598,292,,,0.587,11.8
Maldives,2000,Developing,69.6,139,0,1.83,96,20,15.2,0,98,98,0.1,2182.99711,286,,,0.577,11.3
Myanmar,2015,Developing,66.6,199,39,,89,6,23.8,50,89,89,0.3,1194.59137,5243669,,,0.552,9.1
Myanmar,2014,Developing,66.4,21,40,0.01,88,122,22.9,52,88,88,0.3,1262.893782,51924182,,,0.547,9.1
Myanmar,2013,Developing,66.2,22,42,0.7,75,1010,22.1,55,76,75,0.4,1168.83947,51448196,,,0.54,9.1
Myanmar,2012,Developing,65.9,25,44,0.55,58,2175,21.3,58,87,84,0.5,1171.58257,5986514,,,0.533,9.1
Myanmar,2011,Developing,65.6,27,47,0.33,4,2046,2.5,61,9,84,0.5,1186.423937,555331,,,0.526,9.1
Myanmar,2010,Developing,65.4,29,49,0.3,92,190,19.8,65,9,9,0.5,987.7365832,5155896,,,0.515,8.8
Myanmar,2009,Developing,65.2,211,52,0.28,91,329,19.1,69,9,9,0.6,741.777116,49869,,,0.504,8.5
Myanmar,2008,Developing,59.2,296,59,0.3,85,333,18.3,96,85,85,0.6,643.951373,49479752,,,0.493,8.2
Myanmar,2007,Developing,64.5,217,58,0.26,85,1088,17.6,78,84,86,0.6,41.451,49171586,,,0.484,8.1
Myanmar,2006,Developing,64.2,22,61,0.28,75,760,17,83,82,82,0.6,296.97284,48846474,,,0.474,8
Myanmar,2005,Developing,63.9,224,64,0.28,62,314,16.4,87,86,73,0.5,247.24276,48482614,,,0.465,7.9
Myanmar,2004,Developing,63.5,228,66,0.44,39,1329,15.7,90,92,82,0.5,219.8156688,487377,,,0.455,7.8
Myanmar,2003,Developing,63.2,231,69,0.4,8,830,15.2,93,86,78,0.5,219.782326,47624894,,,0.445,7.7
Myanmar,2002,Developing,62.8,235,71,0.41,,736,14.6,96,84,79,0.4,143.77651,471422,,,0.435,7.6
